S.No.,Date,Shift,Incharge,watt,Pallet_ID,Module_ID,Binning,JB_Type,Module_Type,Grade
127,2025-10-26,-,-,620 WATT,100161, SW0326010000003964 ,-,-,SW-DG132THC-620W,A GRADE
128,2025-10-26,-,-,620 WATT,100161, SW0326010000003967 ,-,-,SW-DG132THC-620W,A GRADE
129,2025-10-26,-,-,620 WATT,100161, SW0326010000003970 ,-,-,SW-DG132THC-620W,A GRADE
130,2025-10-26,-,-,620 WATT,100161, SW0326010000003959 ,-,-,SW-DG132THC-620W,A GRADE
131,2025-10-26,-,-,620 WATT,100161, SW0326010000003972 ,-,-,SW-DG132THC-620W,A GRADE
132,2025-10-26,-,-,620 WATT,100161, SW0326010000001958 ,-,-,SW-DG132THC-620W,A GRADE
133,2025-10-26,-,-,620 WATT,100161, SW0326010000001924 ,-,-,SW-DG132THC-620W,A GRADE
134,2025-10-26,-,-,620 WATT,100161, SW0326010000003873 ,-,-,SW-DG132THC-620W,A GRADE
135,2025-10-26,-,-,620 WATT,100161, SW0326010000003875 ,-,-,SW-DG132THC-620W,A GRADE
136,2025-10-26,-,-,620 WATT,100161, SW0326010000003786 ,-,-,SW-DG132THC-620W,A GRADE
137,2025-10-26,-,-,620 WATT,100161, SW0326010000003877 ,-,-,SW-DG132THC-620W,A GRADE
138,2025-10-26,-,-,620 WATT,100161, SW0326010000003976 ,-,-,SW-DG132THC-620W,A GRADE
139,2025-10-26,-,-,620 WATT,100161, SW0326010000003878 ,-,-,SW-DG132THC-620W,A GRADE
140,2025-10-26,-,-,620 WATT,100161,SW0326010000003751,-,-,SW-DG132THC-620W,A GRADE
141,2025-10-26,-,-,620 WATT,100161,SW0326010000003882,-,-,SW-DG132THC-620W,A GRADE
142,2025-10-26,-,-,620 WATT,100161,SW0326010000003957,-,-,SW-DG132THC-620W,A GRADE
143,2025-10-26,-,-,620 WATT,100161,SW0326010000003625,-,-,SW-DG132THC-620W,A GRADE
144,2025-10-26,-,-,620 WATT,100161,SW0326010000003929,-,-,SW-DG132THC-620W,A GRADE
145,2025-10-26,-,-,620 WATT,100163, SW1225010000002357 ,-,-,SW-DG132THC-620W,A GRADE
146,2025-10-26,-,-,620 WATT,100163, SW0326010000004054 ,-,-,SW-DG132THC-620W,A GRADE
147,2025-10-26,-,-,620 WATT,100163, SW0326010000003975 ,-,-,SW-DG132THC-620W,A GRADE
148,2025-10-26,-,-,620 WATT,100163, SW1225010000002484 ,-,-,SW-DG132THC-620W,A GRADE
149,2025-10-26,-,-,620 WATT,100163, SW1225010000002491 ,-,-,SW-DG132THC-620W,A GRADE
150,2025-10-26,-,-,620 WATT,100163, SW0326010000004002 ,-,-,SW-DG132THC-620W,A GRADE
151,2025-10-26,-,-,620 WATT,100163, SW1225010000002513 ,-,-,SW-DG132THC-620W,A GRADE
152,2025-10-26,-,-,620 WATT,100163, SW1225010000002522 ,-,-,SW-DG132THC-620W,A GRADE
153,2025-10-26,-,-,620 WATT,100163, SW0326010000004103 ,-,-,SW-DG132THC-620W,A GRADE
154,2025-10-26,-,-,620 WATT,100163, SW1225010000002493 ,-,-,SW-DG132THC-620W,A GRADE
155,2025-10-26,-,-,620 WATT,100163, SW1225010000002545 ,-,-,SW-DG132THC-620W,A GRADE
156,2025-10-26,-,-,620 WATT,100163, SW0326010000004007 ,-,-,SW-DG132THC-620W,A GRADE
157,2025-10-26,-,-,620 WATT,100163, SW0326010000004108 ,-,-,SW-DG132THC-620W,A GRADE
158,2025-10-26,-,-,620 WATT,100163, SW0326010000004010 ,-,-,SW-DG132THC-620W,A GRADE
159,2025-10-26,-,-,620 WATT,100163, SW0326010000003931 ,-,-,SW-DG132THC-620W,A GRADE
160,2025-10-26,-,-,620 WATT,100163, SW0326010000003943 ,-,-,SW-DG132THC-620W,A GRADE
161,2025-10-26,-,-,620 WATT,100163, SW1225010000004545 ,-,-,SW-DG132THC-620W,A GRADE
162,2025-10-26,-,-,620 WATT,100163, SW1225010000004554 ,-,-,SW-DG132THC-620W,A GRADE
163,2025-10-26,-,-,620 WATT,100163, SW1225010000004511 ,-,-,SW-DG132THC-620W,A GRADE
164,2025-10-26,-,-,620 WATT,100163, SW1225010000004531 ,-,-,SW-DG132THC-620W,A GRADE
165,2025-10-26,-,-,620 WATT,100163, SW1225010000004832 ,-,-,SW-DG132THC-620W,A GRADE
166,2025-10-26,-,-,620 WATT,100163, SW1225010000004786 ,-,-,SW-DG132THC-620W,A GRADE
167,2025-10-26,-,-,620 WATT,100163, SW1225010000004784 ,-,-,SW-DG132THC-620W,A GRADE
168,2025-10-26,-,-,620 WATT,100163, SW1225010000004763 ,-,-,SW-DG132THC-620W,A GRADE
169,2025-10-26,-,-,620 WATT,100163, SW1225010000004755 ,-,-,SW-DG132THC-620W,A GRADE
170,2025-10-26,-,-,620 WATT,100163, SW1225010000004737 ,-,-,SW-DG132THC-620W,A GRADE
171,2025-10-26,-,-,620 WATT,100163, SW1225010000004655 ,-,-,SW-DG132THC-620W,A GRADE
172,2025-10-26,-,-,620 WATT,100163, SW1225010000004570 ,-,-,SW-DG132THC-620W,A GRADE
173,2025-10-26,-,-,620 WATT,100163, SW1225010000004108 ,-,-,SW-DG132THC-620W,A GRADE
174,2025-10-26,-,-,620 WATT,100163, SW1225010000004126 ,-,-,SW-DG132THC-620W,A GRADE
175,2025-10-26,-,-,620 WATT,100163, SW1225010000004132 ,-,-,SW-DG132THC-620W,A GRADE
176,2025-10-26,-,-,620 WATT,100163,SW1225010000003894,-,-,SW-DG132THC-620W,A GRADE
177,2025-10-26,-,-,620 WATT,100163,SW1225010000004320,-,-,SW-DG132THC-620W,A GRADE
178,2025-10-26,-,-,620 WATT,100163,SW1225010000004242,-,-,SW-DG132THC-620W,A GRADE
179,2025-10-26,-,-,620 WATT,100163,SW0326010000004066,-,-,SW-DG132THC-620W,A GRADE
180,2025-10-26,-,-,620 WATT,100163,SW1225010000002517,-,-,SW-DG132THC-620W,A GRADE
181,2025-10-26,-,-,620 WATT,100165, SW1225010000002769 ,-,-,SW-DG132THC-620W,A GRADE
182,2025-10-26,-,-,620 WATT,100165, SW1225010000002750 ,-,-,SW-DG132THC-620W,A GRADE
183,2025-10-26,-,-,620 WATT,100165, SW1225010000002770 ,-,-,SW-DG132THC-620W,A GRADE
184,2025-10-26,-,-,620 WATT,100165, SW1225010000003267 ,-,-,SW-DG132THC-620W,A GRADE
185,2025-10-26,-,-,620 WATT,100165, SW1225010000003461 ,-,-,SW-DG132THC-620W,A GRADE
186,2025-10-26,-,-,620 WATT,100165, SW1225010000003488 ,-,-,SW-DG132THC-620W,A GRADE
187,2025-10-26,-,-,620 WATT,100165, SW1225010000003478 ,-,-,SW-DG132THC-620W,A GRADE
188,2025-10-26,-,-,620 WATT,100165, SW1225010000003491 ,-,-,SW-DG132THC-620W,A GRADE
189,2025-10-26,-,-,620 WATT,100165, SW1225010000003493 ,-,-,SW-DG132THC-620W,A GRADE
190,2025-10-26,-,-,620 WATT,100165, SW1225010000003505 ,-,-,SW-DG132THC-620W,A GRADE
191,2025-10-26,-,-,620 WATT,100165, SW1225010000003344 ,-,-,SW-DG132THC-620W,A GRADE
192,2025-10-26,-,-,620 WATT,100165, SW1225010000003433 ,-,-,SW-DG132THC-620W,A GRADE
193,2025-10-26,-,-,620 WATT,100165, SW1225010000003432 ,-,-,SW-DG132THC-620W,A GRADE
194,2025-10-26,-,-,620 WATT,100165, SW1225010000002783 ,-,-,SW-DG132THC-620W,A GRADE
195,2025-10-26,-,-,620 WATT,100165, SW1225010000002784 ,-,-,SW-DG132THC-620W,A GRADE
196,2025-10-26,-,-,620 WATT,100165, SW1225010000003430 ,-,-,SW-DG132THC-620W,A GRADE
197,2025-10-26,-,-,620 WATT,100165, SW1225010000003327 ,-,-,SW-DG132THC-620W,A GRADE
198,2025-10-26,-,-,620 WATT,100165, SW1225010000003417 ,-,-,SW-DG132THC-620W,A GRADE
199,2025-10-26,-,-,620 WATT,100165, SW1225010000003328 ,-,-,SW-DG132THC-620W,A GRADE
200,2025-10-26,-,-,620 WATT,100165, SW1225010000003379 ,-,-,SW-DG132THC-620W,A GRADE
201,2025-10-26,-,-,620 WATT,100165, SW1225010000003402 ,-,-,SW-DG132THC-620W,A GRADE
202,2025-10-26,-,-,620 WATT,100165, SW1225010000003414 ,-,-,SW-DG132THC-620W,A GRADE
203,2025-10-26,-,-,620 WATT,100165, SW1225010000003404 ,-,-,SW-DG132THC-620W,A GRADE
204,2025-10-26,-,-,620 WATT,100165, SW1225010000002756 ,-,-,SW-DG132THC-620W,A GRADE
205,2025-10-26,-,-,620 WATT,100165, SW1225010000002772 ,-,-,SW-DG132THC-620W,A GRADE
206,2025-10-26,-,-,620 WATT,100165, SW1225010000003498 ,-,-,SW-DG132THC-620W,A GRADE
207,2025-10-26,-,-,620 WATT,100165, SW1225010000003514 ,-,-,SW-DG132THC-620W,A GRADE
208,2025-10-26,-,-,620 WATT,100165, SW1225010000002967 ,-,-,SW-DG132THC-620W,A GRADE
209,2025-10-26,-,-,620 WATT,100165, SW1225010000003001 ,-,-,SW-DG132THC-620W,A GRADE
210,2025-10-26,-,-,620 WATT,100165, SW1225010000003003 ,-,-,SW-DG132THC-620W,A GRADE
211,2025-10-26,-,-,620 WATT,100165, SW1225010000002990 ,-,-,SW-DG132THC-620W,A GRADE
212,2025-10-26,-,-,620 WATT,100165,SW1225010000003447,-,-,SW-DG132THC-620W,A GRADE
213,2025-10-26,-,-,620 WATT,100165,SW1225010000003115,-,-,SW-DG132THC-620W,A GRADE
214,2025-10-26,-,-,620 WATT,100165,SW1225010000003169,-,-,SW-DG132THC-620W,A GRADE
215,2025-10-26,-,-,620 WATT,100165,SW1225010000003323,-,-,SW-DG132THC-620W,A GRADE
216,2025-10-26,-,-,620 WATT,100165,SW1225010000003015,-,-,SW-DG132THC-620W,A GRADE
217,2025-10-27,-,-,620 WATT,100188, SW1225010000003499 ,-,-,SW-DG132THC-620W,A GRADE
218,2025-10-27,-,-,620 WATT,100188, SW1225010000003500 ,-,-,SW-DG132THC-620W,A GRADE
219,2025-10-27,-,-,620 WATT,100188, SW1225010000003494 ,-,-,SW-DG132THC-620W,A GRADE
220,2025-10-27,-,-,620 WATT,100188, SW1225010000003504 ,-,-,SW-DG132THC-620W,A GRADE
221,2025-10-27,-,-,620 WATT,100188, SW1225010000003332 ,-,-,SW-DG132THC-620W,A GRADE
222,2025-10-27,-,-,620 WATT,100188, SW1225010000003446 ,-,-,SW-DG132THC-620W,A GRADE
223,2025-10-27,-,-,620 WATT,100188, SW1225010000003381 ,-,-,SW-DG132THC-620W,A GRADE
224,2025-10-27,-,-,620 WATT,100188, SW1225010000003324 ,-,-,SW-DG132THC-620W,A GRADE
225,2025-10-27,-,-,620 WATT,100188, SW1225010000003351 ,-,-,SW-DG132THC-620W,A GRADE
226,2025-10-27,-,-,620 WATT,100188, SW1225010000003453 ,-,-,SW-DG132THC-620W,A GRADE
227,2025-10-27,-,-,620 WATT,100188, SW1225010000003441 ,-,-,SW-DG132THC-620W,A GRADE
228,2025-10-27,-,-,620 WATT,100188, SW1225010000003421 ,-,-,SW-DG132THC-620W,A GRADE
229,2025-10-27,-,-,620 WATT,100188, SW1225010000003458 ,-,-,SW-DG132THC-620W,A GRADE
230,2025-10-27,-,-,620 WATT,100188, SW1225010000003464 ,-,-,SW-DG132THC-620W,A GRADE
231,2025-10-27,-,-,620 WATT,100188, SW1225010000003465 ,-,-,SW-DG132THC-620W,A GRADE
232,2025-10-27,-,-,620 WATT,100188, SW1225010000003470 ,-,-,SW-DG132THC-620W,A GRADE
233,2025-10-27,-,-,620 WATT,100188, SW1225010000003469 ,-,-,SW-DG132THC-620W,A GRADE
234,2025-10-27,-,-,620 WATT,100188, SW1225010000003477 ,-,-,SW-DG132THC-620W,A GRADE
235,2025-10-27,-,-,620 WATT,100188, SW1225010000003472 ,-,-,SW-DG132THC-620W,A GRADE
236,2025-10-27,-,-,620 WATT,100188, SW1225010000003476 ,-,-,SW-DG132THC-620W,A GRADE
237,2025-10-27,-,-,620 WATT,100188, SW1225010000003750 ,-,-,SW-DG132THC-620W,A GRADE
238,2025-10-27,-,-,620 WATT,100188, SW1225010000003737 ,-,-,SW-DG132THC-620W,A GRADE
239,2025-10-27,-,-,620 WATT,100188, SW1225010000003738 ,-,-,SW-DG132THC-620W,A GRADE
240,2025-10-27,-,-,620 WATT,100188, SW1225010000004031 ,-,-,SW-DG132THC-620W,A GRADE
241,2025-10-27,-,-,620 WATT,100188, SW1225010000003983 ,-,-,SW-DG132THC-620W,A GRADE
242,2025-10-27,-,-,620 WATT,100188, SW1225010000004011 ,-,-,SW-DG132THC-620W,A GRADE
243,2025-10-27,-,-,620 WATT,100188, SW1225010000004036 ,-,-,SW-DG132THC-620W,A GRADE
244,2025-10-27,-,-,620 WATT,100188, SW1225010000004048 ,-,-,SW-DG132THC-620W,A GRADE
245,2025-10-27,-,-,620 WATT,100188, SW1225010000003996 ,-,-,SW-DG132THC-620W,A GRADE
246,2025-10-27,-,-,620 WATT,100188, SW1225010000004046 ,-,-,SW-DG132THC-620W,A GRADE
247,2025-10-27,-,-,620 WATT,100188, SW1225010000004027 ,-,-,SW-DG132THC-620W,A GRADE
248,2025-10-27,-,-,620 WATT,100188,SW1225010000004005,-,-,SW-DG132THC-620W,A GRADE
249,2025-10-27,-,-,620 WATT,100188,SW1225010000004037,-,-,SW-DG132THC-620W,A GRADE
250,2025-10-27,-,-,620 WATT,100188,SW1225010000004024,-,-,SW-DG132THC-620W,A GRADE
251,2025-10-27,-,-,620 WATT,100188,SW1225010000004043,-,-,SW-DG132THC-620W,A GRADE
252,2025-10-27,-,-,620 WATT,100188,SW1225010000004009,-,-,SW-DG132THC-620W,A GRADE
253,2025-10-27,-,-,620 WATT,100189, SW1225010000004100 ,-,-,SW-DG132THC-620W,A GRADE
